zoneName,zoneNumber,mobNumber,mobName,mobKeywords,mobShortDesc,mobLongDesc,actionFlags,affectedByFlags,mobAlignment,mobLetter,mobLevel,mobHitroll,mobArmor,mobHPDieNumber,mobHPDieSize,mobHPBaseNumber,mobHPMinValue,mobHPMaxValue,mobHPAverage,mobHPAffective,mobDamDieNumber,mobDamDieSize,mobDamBaseNumber,mobDamMinValue,mobDamMaxValue,mobDamAverage,mobDamAffective,mobHitCount,mobEXP,mobCoins,mobCoinEXP,mobTotalExp,mobExpPerEffectiveHP,mobPosition,mobDefaultPosition,mobSex,mobClass,mobImmune,NoSpecialAttackLines,attackType,attackTarget,attackPercent,attackSpell,mobHitType,mobAct2Flags,mobAffectedBy2Flags,mobImmune2Flags
Golden Plaza by Blink,117,11700," Lotus the Master of Shadows"," lotus shadow master ninja"," A beautiful woman is here kneeling in her garden. "," A beautiful pale-skinned woman is kneeling here with her eyes closed.  She appears to be in deep meditation.  Her silk robes cascade about her, the ribbons in her hair float around her head as if suspended by magic.  She slowly opens her eyes as she feels your presence. ",SENTINEL ISNPC MEMORY AGGNI AGGPA,DETECT-INVISIBLE SENSE-LIFE SANCTUARY SPHERE INFRAVISION DODGE INVUL,0,Y,60,-30,-8,70,70,20000,20070,24900,22485,44970,60,35,10,70,2110,1090,1090,1,2000000,3000000,1000000,3000000,66,Standing,Standing,female,Human,POISON KICK PUNCH DISEMBOWEL CLAIR,0,,,,,0,,,
Golden Plaza by Blink,117,11701," Rhoden the Guardian"," rhoden guardian"," A man clad in heavy armour stands here gazing at you. "," A fierce looking warrior stands before you preparing to engage in combat.  He is clad in heavy armor, and he leers at you from below his wooden helm.  You feel a slight shiver as you realize you are about to face a master fighter. ",SENTINEL ISNPC AGGRESSIVE,SANCTUARY SPHERE INVUL,0,Y,60,-20,-8,50,50,20000,20050,22500,21275,42550,50,20,100,150,1100,625,625,1,100000,0,0,100000,2,Standing,Standing,male,Ninja,,0,,,,,0,,,
Golden Plaza by Blink,117,11702," Chun Lui"," Chun Lui gong"," Chun Lui stands here next to the gong. "," A short and fat man stands here next to his large gong.  He holds a slender mallet in his hands.  He does not seem to notice your appearance here.  He is obviously very disciplined, as his only movements are the rising and falling of his chest as he breathes. ",SENTINEL ISNPC,SANCTUARY SPHERE DODGE INVUL DUAL,0,Y,60,-10,-9,50,50,10000,10050,12500,11275,22550,10,20,100,110,300,205,266.5,1.3,500000,0,0,500000,22,Standing,Standing,male,Ninja,,0,,,,,0,,,
Golden Plaza by Blink,117,11703," The Ancient Flame Dragon"," dragon fire flame ancient"," A slender, but huge dragon exhales a pillar of fire at your approach. "," A huge but slender dragon towers high above your head.  His large scales appear to be bathed in a magical flame.  The dragon has huge green eyes which shows the ancient wisdom all dragons possess. However, he does  not seem too happy about your approach. He spreads his wings in defiance at you. ",SENTINEL ISNPC,SANCTUARY SPHERE INVUL DUAL,0,Y,35,-10,-10,100,10,2000,2100,3000,2550,5100,100,10,50,150,1050,600,780,1.3,0,0,0,0,0,Standing,Standing,female,Greater Dragon,,0,,,,,0,,,
Golden Plaza by Blink,117,11704," A Yogi"," yogi trainee"," A Yogi is here practicing some stances. "," A tall dark man stands before you.  He raises his arms and legs in some very uncomfortable looking positions.  You can tell by looking at this man that he is highly trained, and possibly very dangerous. He looks peaceful enough, however he probably wouldn't back down from a fight. ",SENTINEL ISNPC,,0,Y,23,4,-5,50,10,800,850,1300,1075,1075,3,6,10,13,28,20.5,20.5,1,120000,1000,333,120333,111,Standing,Standing,male,Ninja,,0,,,,,0,NO-TOKEN,,
Golden Plaza by Blink,117,11705," A Yogi Defender"," yogi defender"," A dark man stands here in peaceful silence. "," A large muscular man is here stretching his muscles.  He shows rem shield signs of emotion on his face, just the devotion he has in defending this Pagoda.  His eyes fix on you for just a moment, then they focus back to their normal position. ",SENTINEL ISNPC,SANCTUARY,0,Y,25,8,-4,50,10,900,950,1400,1175,2350,3,3,10,13,19,16,16,1,145000,10000,3333,148333,63,Standing,Standing,male,Ninja,,0,,,,,0,NO-TOKEN,,
Golden Plaza by Blink,117,11706," A Ninja Guardian"," ninja guardian"," A man in dark robes raises his arms in defense as you approach. "," A man wearing a tight, yet flexible suit of clothes is here standing at his guard position.  He eyes you suspiciously as if you are a threat to his current post.  You notice his body twitching ever so slightly at each move you make.  He is obviously preparing to fight. ",SENTINEL ISNPC,SANCTUARY,0,Y,35,-10,-5,50,10,3300,3350,3800,3575,7150,5,7,18,23,53,38,38,1,475000,25000,8333,483333,67,Standing,Standing,male,Ninja,,0,,,,,0,,,
Golden Plaza by Blink,117,11707," A Dark Ninja"," ninja dark sinister"," A sinister looking ninja is here preparing to fight. "," A strong, agile looking man is here jumping and practicing some moves. He appears to be quite a contestant, if you wish to fight him. His eyes tell you that you are not wanted here.  You can tell by his movements that he is not as experienced as yourself, however, you are sure he is a crude fighter. ",SENTINEL ISNPC AGGRESSIVE,DODGE,-275,Y,33,-10,-5,50,10,3200,3250,3700,3475,3475,5,6,13,18,43,30.5,30.5,1,450000,10000,3333,453333,130,Standing,Standing,male,Ninja,,0,,,,,0,NO-TOKEN,,
Golden Plaza by Blink,117,11708," An Elite Bushi Guard"," bushi guard elite"," A powerful looking Bushi is here willing to fight. "," A fat and ugly man stands here with his arms folded.  A strong smell of sweat and some other unpleasant odors waft your way. You see disgustingly long hairs growing from the Bushi's face and shoulders.  He grunts in your general direction.  You get the idea that this man doesn't want you here. ",SENTINEL ISNPC AGGRESSIVE,,0,Y,46,-13,-7,50,10,7700,7750,8200,7975,7975,5,7,42,47,77,62,62,1,1000000,50000,16666,1016666,127,Standing,Standing,male,Ninja,,0,,,,,0,NO-TOKEN,,
Golden Plaza by Blink,117,11709," A Bushi Guard"," bushi guard"," A Bushi Guard is here waiting to fight you. "," A long-haired man is lazily moving around here.  If it weren't for the fact that he was standing, you might think he was asleep. He emits many strange snorts and grunts as if he is in some sort of pain.  He glances up at you, almost too lazy to do anything.  However, judging by the muscles in his arms, he may be an interesting match. ",SENTINEL SCAVENGER ISNPC AGGRESSIVE,,0,Y,43,-13,-10,5,10,7000,7005,7050,7027.5,7027.5,5,6,25,30,55,42.5,42.5,1,900000,1,0,900000,128,Standing,Standing,male,Ninja,,1," DISARM"," RAN_ROOM"," 8"," ",0,NO-TOKEN,,
Golden Plaza by Blink,117,11710," A Dragon Guardian"," dragon guardian"," A Dragon Guardian stands here daring you to a fight. "," A hulking brute of a man stands before you.  He wears strong looking armor, with the crest of a red dragon on it.  He seems very strong and powerful.  He is clean shaven, and very well groomed and disciplined.  However, his duty is to protect this pagoda, and he is aggravated by your presence. ",SENTINEL ISNPC AGGRESSIVE,SANCTUARY INVUL DUAL,-1000,Y,52,-30,-3,50,10,6000,6050,6500,6275,12550,5,7,45,50,80,65,84.5,1.3,1750000,50000,16666,1766666,140,Standing,Standing,male,Warrior,,0,,,,,0,,,
Golden Plaza by Blink,117,11711," A Dragon Warrior"," dragon warrior"," A Dragon Warrior is here gazing at you harshly. "," A large man is here clanking about in some heavy looking armor. He bears the crest of a red dragon on it.  He does not seem to mind you being here, however, you get the impression that he isn't exactly inviting you in either.  You can tell that this man is a highly trained warrior, and not someone for the average joe to mess around with. ",ISNPC AGGRESSIVE,SANCTUARY DUAL,500,Y,52,-10,-5,55,5,5555,5610,5830,5720,11440,5,7,35,40,70,55,71.5,1.3,1300000,25000,8333,1308333,114,Standing,Standing,male,Warrior,,3," SPELL CAST PUMMEL SPELL CAST"," RAN_GROUP LEADER RAN_GROUP"," 15 3 15"," lightning_bolt  fireball",0,NO-TOKEN,,
Golden Plaza by Blink,117,11712," The Master of the Pagoda"," master pagoda"," A beast of a man in long robes stands here. "," A really huge man strands triumphantly before you.  He has a thin moustache that hangs down far past his chin.  He wears a long black silk robe that drapes to the ground about him. He shows little or no emotion on his face, however, judging from the look of this man, you are probably the first contestant that he has seen in quite a while. ",SENTINEL ISNPC AGGRESSIVE,SANCTUARY INVUL DUAL,-1000,Y,60,0,-5,50,10,10000,10050,10500,10275,20550,5,6,100,105,130,117.5,152.75,1.3,1500000,500000,166666,1666666,81,Standing,Standing,male,Warrior,,3," PUNCH PUMMEL SPELL CAST"," BUFFER RAN_GROUP RAN_ROOM"," 5 9 8","   hell_fire",0,,TRIPLE,
Golden Plaza by Blink,117,11713," Tasha the Weaver"," tasha weaver"," Tasha the Weaver is here trying to sell some clothing. "," A dark skinned woman with long black hair sits here with here legs crossed.  She is a very maintained woman with delicate features.  She wears some fine looking woven garments, which she probably made herself judging from some of her wares which lie about. ",SENTINEL ISNPC,SANCTUARY SPHERE INVUL,0,Y,60,-25,10,50,50,20000,20050,22500,21275,42550,5,6,100,105,130,117.5,117.5,1,1,500000,166666,166667,3,Standing,Standing,female,Human,,0,,,,,0,,,
Golden Plaza by Blink,117,11714," Maia the Amazon"," maia amazon"," Maia the Amazon proudly displays her crafty weapons. "," A tall blonde-haired woman stands before you.  She has extremely large muscles and a well defined shape.  She is obviously a strong and proud warrior.  Sweat and ash runs down her face as she slaves over boiling hot metals and pounding out weapons on her anvil. ",SENTINEL ISNPC,SANCTUARY SPHERE INVUL,0,Y,60,-25,10,50,50,20000,20050,22500,21275,42550,5,6,100,105,130,117.5,117.5,1,1,500000,166666,166667,3,Standing,Standing,female,Human,,0,,,,,0,,,
Golden Plaza by Blink,117,11715," Jaafer the Jewel Merchant"," jaafer jewel merchant"," Jaafer the Jewel Merchant is here showing you some quality rings. "," A short, pot-bellied man is here chatting cheerfully to himself. He wears an expensive looking robe and cloak, which clings rather tightly to his fat body.  He wears a lot of jewelry, which hangs from around his neck, and large gaudy rings on his fingers which flash in the flickering candlelight illuminating the store. He looks pleasant enough, but you get the impression he's an experienced haggler. ",SENTINEL ISNPC,SANCTUARY SPHERE INVUL,0,Y,60,-25,10,50,50,20000,20050,22500,21275,42550,5,6,100,105,130,117.5,117.5,1,1,500000,166666,166667,3,Standing,Standing,male,Human,,0,,,,,0,,,
Golden Plaza by Blink,117,11716," Morrick the Enchanter"," morrick enchanter"," Morrick the Enchanter is here stirring some strange mixture. "," An extremely old, frail man stands here.  He seems to be endlessly picking at some of the magical items he has created, that are now strewn about the shop.  You notice he can barely walk, as he slowly limps his way from one place to another.  He barely manages to make a smile as he notices you glancing at him. ",SENTINEL ISNPC,SANCTUARY SPHERE INVUL,0,Y,60,-25,10,50,50,20000,20050,22500,21275,42550,5,6,100,105,130,117.5,117.5,1,1,500000,166666,166667,3,Standing,Standing,male,Human,,0,,,,,0,,,
Golden Plaza by Blink,117,11717," A young woman"," woman young lovely"," A lovely young woman is here browsing through the plaza. "," You see a young and lively woman.  She has flaming red hair, and deep brown eyes.  She smiles happily and fixes her long yellow gown.  She is wearing an expensive-looking golden necklace and matching bracelet. She seems to be enjoying the Plaza. ",ISNPC,,0,Y,20,15,10,50,10,400,450,900,675,675,5,7,10,15,45,30,30,1,5000,500,166,5166,7,Standing,Standing,female,Normal,,0,,,,,0,,,
Golden Plaza by Blink,117,11718," A proud old man"," man old proud"," A proud old man is enjoying his day here. "," This old man gazes at you with icy blue eyes.  He has perfectly trimmed white hair, and a well groomed beard. His age and wisdom is clearly visible in his tanned and weathered face. ",ISNPC,,0,Y,20,0,10,50,10,500,550,1000,775,775,5,7,10,15,45,30,30,1,5000,500,166,5166,6,Standing,Standing,male,Normal,,0,,,,,0,,,
Graveyard plus,34,3400," The bony skeleton"," skeleton bony"," A bony skeleton is here. "," Brown bones with tufts of clothing still hanging from them. This skeleton looks very mindless but still dangerous... ",ISNPC AGGRESSIVE,,0,Y,1,20,9,1,1,19,20,20,20,20,1,6,0,1,6,3.5,3.5,1,100,15,5,105,5,Standing,Standing,male,Lesser Undead,,0,,,,,0,,,
Graveyard plus,34,3401," The undead zombie"," undead zombie"," An undead zombie sits here munching on something... "," His body is totally white and slowly rotting away.  Each Zombie looks quite different from the next because they were, of course, once alive and human. ",SENTINEL ISNPC AGGRESSIVE,DETECT-INVISIBLE SENSE-LIFE,-100,Y,4,17,6,1,1,49,50,50,50,50,1,8,0,1,8,4.5,4.5,1,600,50,16,616,12,Standing,Standing,male,Lesser Undead,,0,,,,,0,,,
Graveyard plus,34,3402," The ghoul"," undead ghoul"," A ghoul is here staring at you hungrily. "," The ghoul no longer resembles the adventurer he once was.  Nonetheless he looks like he hasn't forgot his fighting skills. ",ISNPC AGGRESSIVE,DETECT-INVISIBLE,-500,Y,6,15,4,1,1,79,80,80,80,80,2,5,1,3,11,7,7,1,1500,150,50,1550,19,Standing,Standing,male,Lesser Undead,,0,,,,,0,,,
Graveyard plus,34,3403," The wraith"," undead wraith"," You spot a wraith advancing towards you from the shadows. "," The wraith no longer has a material form.  He is wearing a tattered black robe which hides all but the darkness of his face and the glimmer in his eyes. ",SENTINEL ISNPC AGGRESSIVE,INVISIBLE DETECT-INVISIBLE SENSE-LIFE,-750,Y,12,9,2,1,1,149,150,150,150,150,3,6,0,3,18,10.5,10.5,1,13000,1000,333,13333,88,Standing,Standing,male,Lesser Undead,,0,,,,,0,,,
Graveyard plus,34,3404," The guardian vampire"," undead guardian vampire"," A vampire is here hiding his face from your light source. "," The guardian vampire looks quite EVIL.  Just by looking at him the hair on your arms raises. He looks mighty tough to be just a minor minion. ",SPEC SENTINEL ISNPC AGGRESSIVE AGGTH,DETECT-INVISIBLE SENSE-LIFE,-1000,Y,23,-2,-4,1,1,385,386,386,386,386,4,5,30,34,50,42,42,1,55000,15000,5000,60000,155,Standing,Standing,male,Lesser Undead,,0,,,,,0,,,
Graveyard plus,34,3405," The priest"," priest"," A priest of all gods stands here solemnly speaking words of praise. "," Obviously a goodly man, you feel somehow...closer to the gods just by gazing upon this man.  Dressed in white, fine white hair, and a soft slightly wrinkled face...this man has an sacred beauty. You'd swear you saw a halo around his head. ",SENTINEL ISNPC AGGTH,DETECT-INVISIBLE SENSE-LIFE SANCTUARY,1000,Y,30,-8,-10,1,1,433,434,434,434,868,2,4,2,4,10,7,7,1,9000,400,133,9133,10,Standing,Standing,male,Lesser Planar,,0,,,,,0,,,
Graveyard plus,34,3406," The Mi-Go"," Mi-Go Fungi"," A Mig-Go is walking around here "," Mi-Go, the Fungi from Yuggoth...it is a pinkish being about five feet long; with a crustaceous body bearing a vast pair of or membranous wings and several sets of articulate limbs, and with a sort of convoluted ellipsoid, covered with multitudes of very small antennae, where a head would ordinarily be. ... These beings sometimes walk on all their legs and sometimes on the hindmost pair only ",ISNPC AGGRESSIVE,,-500,Y,12,9,2,1,1,149,150,150,150,150,2,7,2,4,16,10,10,1,13000,650,216,13216,88,Standing,Standing,neutral,Fungus,,0,,,,,0,,,
Graveyard plus,34,3407," The nightgaunt"," nightgaunt"," A nightgaunt is standing here "," ...shocking and uncouth black thing with smooth, oily, skin, unpleasant horns that curve inward toward each other, bat wings whose beating make no sound, ugly prehensile paws, and a barbed tail that lashes disquietingly.  And worst of all, it makes absolutely no sound or speech and smiles not at all because it has no face, only a suggestive blackness where a face ought to be... ",ISNPC AGGRESSIVE STAY-ZONE,SNEAK HIDE,-1000,Y,10,11,1,1,1,109,110,110,110,110,2,6,1,3,13,8,8,1,3750,150,50,3800,34,Standing,Standing,neutral,Lesser Undead,,0,,,,,0,,,
Graveyard plus,34,3408," The hunting horror"," hunting horror"," The hunting horror is here in wait of an unwary traveler... "," Serving Nyarlathotep, and now Roch'tar these beings are hunting for victims. These beings resemble enormous ropy black serpents or worms possessing bat- like or umbrella-like wings.  Their forms continually shift and change, twitching and writhing, so it is hard to look at them.  They speak in great harsh voices. A hunting horror is HUGE, normally around 40 feet long. ",ISNPC AGGRESSIVE,DETECT-INVISIBLE SENSE-LIFE,-1000,Y,20,0,-2,1,1,259,260,260,260,260,3,6,2,5,20,12.5,12.5,1,40000,2000,666,40666,156,Standing,Standing,neutral,Lesser Undead,,0,,,,,0,,,
Graveyard plus,34,3409," Some cave weeds spring up out of the ground and"," weeds"," Some weeds are creeping across the floor "," Just some unpleasant looking vine-like growths... ",SCAVENGER ISNPC AGGRESSIVE,DETECT-INVISIBLE SNEAK HIDE,0,Y,6,15,4,1,1,75,76,76,76,76,1,8,1,2,9,5.5,5.5,1,1500,83,27,1527,20,Standing,Standing,neutral,Lesser Undead,,0,,,,,0,,,
Graveyard plus,34,3410," Snapper Joe"," snapper joe"," Snapper Joe is standing here leering at you chillingly "," What an ugly fiend! He is about 6'6'' and has mostly greenish skin with bright red hair. Half his face is burnt off and he has a perpetual smile. He is called up from his service in hell in order to aid the Undying One. ",SPEC SENTINEL ISNPC,DETECT-INVISIBLE,-750,Y,20,0,-1,1,1,365,366,366,366,366,4,3,15,19,27,23,23,1,40000,2222,740,40740,111,Standing,Standing,male,Lesser Undead,,0,,,,,0,,,
